demo,map,round_number,tick_number,time_remaining,ct_score,t_score,ct_alive,ct_total_hp,ct_money,ct_equip_val,ct_rifle_count,ct_awp_alive,ct_pistol_only,ct_smokes,ct_mollies,ct_flashes,ct_nades,ct_any_blinded,ct_any_scoped,ct_any_defusing,ct_has_kit,ct_in_bombsite_a,ct_in_bombsite_b,t_alive,t_total_hp,t_money,t_equip_val,t_rifle_count,t_awp_alive,t_pistol_only,t_smokes,t_mollies,t_flashes,t_nades,t_any_blinded,t_any_scoped,t_any_planting,t_in_bombsite_a,t_in_bombsite_b,t_bomb_carrier_alive,bomb_planted,bomb_site,time_since_plant,ct_win
parivision-vs-g2-m1-mirage,de_mirage,16,139744,41.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139760,40.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139776,40.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139792,40.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139808,40.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139824,39.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139840,39.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139856,39.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139872,39.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139888,38.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139904,38.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139920,38.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139936,38.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139952,37.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139968,37.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,139984,37.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,3,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140000,37.19,5,11,5,500,6050,13250,4,0,1,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140016,36.94,5,11,5,500,6050,13250,4,0,1,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140032,36.69,5,11,5,500,6050,13250,4,0,1,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140048,36.44,5,11,5,500,6050,13250,4,0,1,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140064,36.19,5,11,5,500,6050,13250,4,0,1,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140080,35.94,5,11,5,500,6050,13250,4,0,1,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140096,35.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140112,35.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140128,35.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,1,1,5,474,750,1000,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140144,34.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140160,34.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140176,34.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140192,34.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140208,33.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140224,33.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140240,33.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140256,33.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,0,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140272,32.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140288,32.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140304,32.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140320,32.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140336,31.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140352,31.69,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140368,31.44,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140384,31.19,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140400,30.94,5,11,5,500,6050,13250,5,0,0,2,0,4,0,1,0,0,1,0,1,5,474,750,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140416,30.69,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140432,30.44,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140448,30.19,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140464,29.94,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140480,29.69,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140496,29.44,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140512,29.19,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140528,28.94,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140544,28.69,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140560,28.44,5,11,4,400,5950,13250,4,0,0,2,0,3,0,1,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140576,28.19,5,11,4,400,5950,13250,4,0,0,2,0,3,0,0,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140592,27.94,5,11,4,400,5950,13250,4,0,0,2,0,3,0,0,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140608,27.69,5,11,4,400,5950,13250,4,0,0,2,0,3,0,0,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140624,27.44,5,11,4,400,5950,13250,4,0,0,2,0,3,0,0,0,0,1,0,1,5,441,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140640,27.19,5,11,4,373,5950,13250,4,0,0,2,0,3,0,0,0,0,1,0,1,5,380,1050,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140656,26.94,5,11,3,300,5950,13250,3,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140672,26.69,5,11,3,300,5950,13250,3,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140688,26.44,5,11,3,300,5950,13250,3,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140704,26.19,5,11,3,300,5950,13250,2,0,1,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140720,25.94,5,11,3,300,5950,13250,2,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140736,25.69,5,11,3,300,5950,13250,2,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140752,25.44,5,11,3,300,5950,13250,2,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140768,25.19,5,11,3,300,5950,13250,2,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140784,24.94,5,11,3,248,5950,13250,2,0,0,1,0,3,0,0,0,0,1,0,1,5,380,1350,1000,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140800,24.69,5,11,2,200,3050,13250,1,0,0,1,0,2,0,1,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140816,24.44,5,11,2,200,3050,13250,1,0,0,1,0,2,0,1,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140832,24.19,5,11,2,200,3050,13250,1,0,0,1,0,2,0,1,0,0,0,0,1,5,380,1650,1000,4,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140848,23.94,5,11,2,200,3050,13250,1,0,0,1,0,2,0,1,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140864,23.69,5,11,2,200,3050,13250,2,0,0,0,0,2,0,1,0,0,0,0,1,5,380,1650,1000,4,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140880,23.44,5,11,2,200,3050,13250,2,0,0,0,0,2,0,1,0,0,0,0,1,5,380,1650,1000,4,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140896,23.19,5,11,2,200,3050,13250,2,0,0,0,0,2,0,1,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140912,22.94,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140928,22.69,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140944,22.44,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140960,22.19,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140976,21.94,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,140992,21.69,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141008,21.44,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141024,21.19,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141040,20.94,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141056,20.69,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141072,20.44,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141088,20.19,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141104,19.94,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141120,19.69,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141136,19.44,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141152,19.19,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,380,1650,1000,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141168,18.94,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,349,1650,1000,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141184,18.69,5,11,2,200,3050,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,5,298,1650,1000,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141200,18.44,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141216,18.19,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141232,17.94,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141248,17.69,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141264,17.44,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141280,17.19,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141296,16.94,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141312,16.69,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141328,16.44,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141344,16.19,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141360,15.94,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141376,15.69,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141392,15.44,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141408,15.19,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141424,14.94,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141440,14.69,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141456,14.44,5,11,2,200,3350,13250,2,0,0,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141472,14.19,5,11,2,200,3350,13250,1,0,1,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141488,13.94,5,11,2,200,3350,13250,1,0,1,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141504,13.69,5,11,2,200,3350,13250,0,0,2,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141520,13.44,5,11,2,200,3350,13250,0,0,2,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141536,13.19,5,11,2,200,3350,13250,0,0,2,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141552,12.94,5,11,2,200,3350,13250,1,0,1,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141568,12.69,5,11,2,200,3350,13250,1,0,1,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
parivision-vs-g2-m1-mirage,de_mirage,16,141584,12.44,5,11,2,200,3350,13250,1,0,1,0,0,2,0,0,0,0,0,0,1,4,280,1550,1000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
